online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
0,0,BTM,Delivery,"Desserts, Bakery, Beverages",250,2,BTM,0
0,0,BTM,"Takeaway, Delivery",Desserts,400,2,BTM,1
1,0,BTM,Bakery,"Bakery, Desserts",400,2,BTM,0
0,0,BTM,Sweet Shop,"Mithai, Desserts, Fast Food",250,2,BTM,0
1,0,BTM,Dessert Parlor,Ice Cream,100,2,BTM,1
1,0,BTM,Bakery,Bakery,500,2,BTM,0
0,0,BTM,Quick Bites,"Fast Food, Desserts, Rolls",200,2,BTM,1
1,0,BTM,Cafe,"Burger, Cafe, Pizza, Beverages",200,2,BTM,0
1,0,BTM,Dessert Parlor,"Desserts, Ice Cream",250,2,BTM,1
0,0,BTM,"Bakery, Quick Bites","Bakery, Fast Food",200,2,BTM,0
0,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150,2,BTM,0
0,0,BTM,Bakery,"Bakery, Desserts",300,2,BTM,0
0,0,BTM,Quick Bites,"Fast Food, Chinese, Desserts",200,2,BTM,0
0,0,BTM,Dessert Parlor,Ice Cream,200,2,BTM,0
1,0,other,Delivery,"Ice Cream, Desserts",400,2,BTM,0
1,0,BTM,Cafe,Cafe,500,2,BTM,0
0,0,BTM,Sweet Shop,Mithai,300,2,BTM,0
0,0,BTM,Dessert Parlor,Desserts,200,2,BTM,1
0,0,BTM,Dessert Parlor,Desserts,600,2,BTM,1
0,0,BTM,Dessert Parlor,"Desserts, Ice Cream",100,2,BTM,0
1,0,BTM,"Beverage Shop, Quick Bites","Fast Food, Beverages",250,2,BTM,0
0,0,BTM,Sweet Shop,Mithai,300,2,BTM,0
0,0,BTM,Quick Bites,"Bakery, Desserts, Sandwich",400,2,BTM,0
0,0,BTM,Dessert Parlor,"Desserts, Ice Cream",200,2,BTM,0
0,0,BTM,"Takeaway, Delivery",Desserts,400,2,BTM,0
0,0,BTM,Bakery,"Bakery, Desserts",500,2,BTM,0
0,0,BTM,Sweet Shop,"Mithai, Street Food",350,2,BTM,0
0,0,BTM,Bakery,Bakery,300,2,BTM,0
0,0,BTM,Bakery,Bakery,300,2,BTM,1
1,0,BTM,other,"Ice Cream, Bakery, Desserts",200,2,BTM,1
0,0,BTM,"Takeaway, Delivery",Beverages,250,2,BTM,0
1,0,BTM,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150,2,BTM,1
1,1,other,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100,2,BTM,1
0,0,Koramangala 5th Block,other,"Desserts, Fast Food",400,2,BTM,1
0,1,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala",1300,2,BTM,1
0,0,Koramangala 5th Block,other,"Cafe, Italian, Desserts",600,2,BTM,1
1,1,JP Nagar,Casual Dining,"Continental, Italian, American",700,2,BTM,1
1,0,Koramangala 5th Block,other,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,2,BTM,1
1,1,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",800,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,"Desserts, Continental",550,2,BTM,1
1,0,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",400,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",450,2,BTM,1
1,0,Jayanagar,Dessert Parlor,"Bakery, Desserts",500,2,BTM,1
1,0,JP Nagar,Cafe,"Cafe, Sandwich, Burger",600,2,BTM,1
1,0,Koramangala 5th Block,other,"Desserts, Beverages, Cafe, Ice Cream",300,2,BTM,1
0,0,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,2,BTM,1
1,0,Koramangala 5th Block,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200,2,BTM,1
0,0,Koramangala 5th Block,Dessert Parlor,Desserts,400,2,BTM,1
1,1,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",500,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,"Desserts, Beverages",900,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",350,2,BTM,1
1,1,JP Nagar,"Casual Dining, Cafe","Cafe, Asian, Burger, Continental, Italian, Salad",600,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,Desserts,400,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,Desserts,400,2,BTM,1
1,0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,2,BTM,1
1,0,Koramangala 5th Block,Beverage Shop,"Beverages, Desserts, Ice Cream",400,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Turkish, Desserts",250,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,"Desserts, Beverages",300,2,BTM,1
0,0,Koramangala 5th Block,Sweet Shop,"Mithai, Oriya, Bengali",150,2,BTM,1
0,0,Koramangala 7th Block,other,"Street Food, Mithai",200,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,"Bakery, Desserts, Beverages",450,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages",500,2,BTM,1
0,0,Koramangala 7th Block,other,"Ice Cream, Desserts",300,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",400,2,BTM,1
1,0,Koramangala 7th Block,other,"Bakery, Fast Food",500,2,BTM,1
1,0,Koramangala 5th Block,Beverage Shop,"Beverages, Ice Cream",200,2,BTM,1
1,0,Koramangala 7th Block,other,"Desserts, Fast Food",500,2,BTM,1
1,0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",500,2,BTM,1
1,0,Bannerghatta Road,Dessert Parlor,Desserts,350,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",400,2,BTM,1
1,0,JP Nagar,Dessert Parlor,Desserts,400,2,BTM,1
1,0,Bannerghatta Road,Food Court,"Desserts, Beverages, American",400,2,BTM,1
1,0,HSR,Bakery,"Bakery, Desserts",400,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,"Juices, Ice Cream",200,2,BTM,1
0,0,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",700,2,BTM,1
1,0,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",350,2,BTM,1
1,0,Koramangala 7th Block,Dessert Parlor,Bakery,150,2,BTM,1
1,0,JP Nagar,Food Court,"Cafe, Desserts",400,2,BTM,1
0,0,Koramangala 5th Block,Beverage Shop,"Beverages, Juices, Fast Food",200,2,BTM,1
0,0,JP Nagar,Dessert Parlor,Bakery,350,2,BTM,0
1,0,Bannerghatta Road,Food Court,"Desserts, Ice Cream",500,2,BTM,1
0,0,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",800,2,BTM,1
1,0,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",400,2,BTM,1
1,0,Koramangala 5th Block,Dessert Parlor,Desserts,300,2,BTM,1
0,0,Koramangala 6th Block,Bakery,"Bakery, Fast Food",200,2,BTM,1
0,0,Bannerghatta Road,other,"Cafe, Bakery, Arabian, Fast Food",700,2,BTM,1
0,0,Jayanagar,other,"Mithai, Street Food",100,2,BTM,1
1,0,Koramangala 4th Block,Bakery,"Bakery, Desserts",300,2,BTM,1
1,0,Koramangala 5th Block,Beverage Shop,"Beverages, Desserts",150,2,BTM,1
0,0,Jayanagar,Bakery,"Bakery, Fast Food",250,2,BTM,1
1,0,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",400,2,BTM,1
0,0,Koramangala 7th Block,other,Desserts,150,2,BTM,1
1,0,Jayanagar,Cafe,"Cafe, Beverages, Fast Food, Street Food",400,2,BTM,1
0,0,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,2,BTM,0
1,0,Koramangala 5th Block,Bakery,"Bakery, Fast Food, Desserts",400,2,BTM,0
1,0,Jayanagar,Dessert Parlor,"Desserts, Momos",200,2,BTM,0
0,0,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,2,BTM,0
1,0,HSR,"Takeaway, Delivery","Biryani, Fast Food, North Indian, Chinese",400,2,BTM,1
0,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Paan",100,2,BTM,0
1,0,Koramangala 7th Block,Bakery,"Desserts, Bakery",400,2,BTM,1
0,0,JP Nagar,other,"South Indian, Mithai, Chinese, North Indian",400,2,BTM,1
1,0,Koramangala 5th Block,Sweet Shop,"Mithai, Fast Food",250,2,BTM,1
0,0,JP Nagar,Dessert Parlor,"Bakery, Desserts",200,2,BTM,1
0,0,JP Nagar,"Bakery, Quick Bites",Bakery,400,2,BTM,0
0,0,Bannerghatta Road,Sweet Shop,"Mithai, Desserts",150,2,BTM,0
0,0,Bannerghatta Road,Bakery,Bakery,400,2,BTM,0
0,0,Bannerghatta Road,Bakery,Bakery,300,2,BTM,0
0,0,Koramangala 7th Block,other,"Bakery, Desserts",350,2,BTM,0
0,0,Jayanagar,other,"Mithai, Beverages",200,2,BTM,0
0,0,Jayanagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",150,2,BTM,0
1,0,other,Sweet Shop,Mithai,250,2,BTM,0
0,0,Jayanagar,other,"Bakery, Mithai",200,2,BTM,0
1,0,JP Nagar,Bakery,"Bakery, Desserts",500,2,BTM,1
0,0,Jayanagar,Quick Bites,"Fast Food, Tea",200,2,BTM,1
1,0,Koramangala 7th Block,Bakery,Bakery,200,2,BTM,0
0,0,JP Nagar,Quick Bites,"Fast Food, Desserts",500,2,BTM,0
0,0,JP Nagar,Bakery,"Bakery, Desserts",300,2,BTM,1
0,0,Jayanagar,Sweet Shop,Mithai,250,2,BTM,0
0,0,Bannerghatta Road,Bakery,Bakery,400,2,BTM,0
0,0,Bannerghatta Road,Dessert Parlor,Desserts,300,2,BTM,0
0,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550,2,BTM,0
0,0,Koramangala 7th Block,Food Court,"Beverages, Ice Cream",150,2,BTM,0
1,0,other,other,"Bakery, Fast Food, Beverages",250,2,BTM,0
0,0,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",250,2,BTM,0
0,0,Bannerghatta Road,Food Court,Rolls,250,2,BTM,0
0,0,Bannerghatta Road,Bakery,Bakery,500,2,BTM,0
0,0,Koramangala 5th Block,Dessert Parlor,Desserts,800,2,BTM,0
1,0,Koramangala 1st Block,Cafe,Cafe,400,2,BTM,0
0,0,other,other,"Bakery, Desserts",500,2,BTM,0
1,0,Bannerghatta Road,Dessert Parlor,"Desserts, Mithai",300,2,BTM,0
0,0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",200,2,BTM,0
0,0,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",250,2,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Juices, Desserts, Fast Food",250,2,BTM,1
0,0,Koramangala 7th Block,other,"Desserts, Street Food, Mithai",150,2,BTM,0
0,0,Jayanagar,Bakery,Bakery,300,2,BTM,0
0,0,Jayanagar,Bakery,"Bakery, Desserts",350,2,BTM,0
0,0,Bannerghatta Road,Food Court,Ice Cream,400,2,BTM,1
0,0,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Beverages, Desserts",400,2,BTM,1
0,0,HSR,"Takeaway, Delivery","Bakery, Desserts",600,2,BTM,0
0,0,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts",400,2,BTM,1
0,0,JP Nagar,Bakery,Bakery,350,2,BTM,0
0,0,Jayanagar,other,"Bakery, Tea, Beverages",100,2,BTM,0
0,0,Koramangala 4th Block,Sweet Shop,"Mithai, Desserts",500,2,BTM,0
0,0,other,Bakery,Bakery,300,2,BTM,0
0,0,Koramangala 5th Block,other,"Desserts, Fast Food",400,2,BTM,1
0,0,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",200,2,BTM,1
0,0,JP Nagar,Bakery,"Bakery, Fast Food",600,2,BTM,0
0,0,Bannerghatta Road,Food Court,"Ice Cream, Juices",250,2,BTM,0
0,0,Jayanagar,Cafe,"Cafe, Fast Food",900,2,BTM,1
0,0,Koramangala 7th Block,other,"Desserts, Beverages",400,2,BTM,1
0,0,Koramangala 7th Block,Dessert Parlor,Desserts,250,2,BTM,0
1,0,other,Sweet Shop,"Mithai, Street Food",200,2,BTM,1
0,0,Bannerghatta Road,Bakery,"Bakery, Fast Food",600,2,BTM,0
1,0,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300,2,BTM,1
1,0,Koramangala 7th Block,Cafe,"Cafe, Desserts",300,2,BTM,0
0,1,BTM,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600,1,BTM,1
0,1,BTM,Casual Dining,"Continental, North Indian, Asian, Italian",1300,1,BTM,1
1,1,BTM,other,North Indian,1600,1,BTM,1
0,1,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100,1,BTM,1
1,1,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",800,1,BTM,1
1,1,BTM,Cafe,"Cafe, Continental, Burger",900,1,BTM,1
1,1,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800,1,BTM,1
1,1,BTM,"Casual Dining, Bar","Asian, Continental, Finger Food",1500,1,BTM,1
1,0,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900,1,BTM,1
1,0,BTM,Casual Dining,Rajasthani,500,1,BTM,1
1,0,BTM,Casual Dining,"Chinese, Thai",850,1,BTM,1
0,0,BTM,Casual Dining,"Biryani, North Indian, Andhra",550,1,BTM,1
1,0,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",550,1,BTM,1
1,0,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",500,1,BTM,1
0,0,BTM,Mess,"Kerala, South Indian, Biryani",300,1,BTM,1
1,1,BTM,Casual Dining,"Biryani, North Indian, Mughlai",800,1,BTM,1
1,0,BTM,Casual Dining,"Biryani, North Indian",800,1,BTM,1
1,0,BTM,Mess,"North Indian, Chinese, Biryani",300,1,BTM,1
1,0,BTM,Quick Bites,"South Indian, Biryani",300,1,BTM,1
1,0,BTM,Casual Dining,"Biryani, Chinese, Fast Food, North Indian",400,1,BTM,1
1,0,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800,1,BTM,1
1,0,BTM,Casual Dining,North Indian,600,1,BTM,1
0,1,BTM,Bar,Finger Food,1100,1,BTM,1
1,0,BTM,Cafe,"Cafe, American, Italian, Continental, Chinese",500,1,BTM,1
1,0,BTM,Casual Dining,"Chinese, North Indian",550,1,BTM,1
0,0,BTM,Quick Bites,North Indian,300,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese",500,1,BTM,1
1,0,BTM,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,1,BTM,1
1,0,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500,1,BTM,1
0,0,BTM,Quick Bites,"Kerala, South Indian, Biryani",300,1,BTM,1
1,1,BTM,Casual Dining,"Bengali, North Indian",600,1,BTM,1
1,0,BTM,Casual Dining,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700,1,BTM,1
1,0,BTM,Casual Dining,"South Indian, North Indian, Chinese",600,1,BTM,0
1,0,BTM,Quick Bites,"Bengali, North Indian",400,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese, Arabian",700,1,BTM,1
1,0,BTM,Casual Dining,"Chinese, Momos",600,1,BTM,1
1,0,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550,1,BTM,1
1,0,BTM,Casual Dining,"Chinese, Momos",600,1,BTM,1
1,1,BTM,Casual Dining,"Biryani, Chinese, Continental, North Indian, Kerala, South Indian",700,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900,1,BTM,1
0,0,BTM,Casual Dining,"Chinese, North Indian",1000,1,BTM,0
1,0,BTM,Cafe,"Cafe, Lebanese",700,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Arabian, Chinese",1000,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese, Fast Food, Rolls, Beverages",600,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese",700,1,BTM,0
1,0,BTM,Casual Dining,North Indian,500,1,BTM,1
1,0,BTM,Casual Dining,"Biryani, North Indian, Chinese",600,1,BTM,1
1,0,BTM,other,"Mithai, North Indian, Street Food, Chinese",400,1,BTM,1
1,0,BTM,Cafe,"Cafe, Fast Food, Beverages",400,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Chinese, Kebab",350,1,BTM,1
1,0,BTM,Beverage Shop,Tea,150,1,BTM,1
1,0,BTM,Cafe,"Cafe, North Indian, Chinese",700,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese",450,1,BTM,0
0,0,BTM,Casual Dining,"Kerala, Chinese, Fast Food",600,1,BTM,0
1,0,BTM,Casual Dining,"South Indian, North Indian, Chinese",350,1,BTM,1
0,0,BTM,other,"Fast Food, Desserts, Ice Cream",300,1,BTM,1
0,0,BTM,Casual Dining,"Biryani, North Indian, Chinese, Mughlai",600,1,BTM,1
1,0,BTM,Casual Dining,"Biryani, Hyderabadi, Chinese",500,1,BTM,1
0,0,BTM,Sweet Shop,"Mithai, Fast Food",300,1,BTM,1
0,0,BTM,Casual Dining,"Andhra, Chinese, North Indian",700,1,BTM,1
0,0,BTM,Casual Dining,"Continental, North Indian, Chinese",600,1,BTM,0
1,0,BTM,Casual Dining,"North Indian, South Indian",350,1,BTM,1
1,0,BTM,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600,1,BTM,1
0,0,BTM,Casual Dining,"North Indian, Biryani, Chinese",500,1,BTM,0
1,0,BTM,Cafe,"North Indian, Cafe, Fast Food, Beverages",200,1,BTM,1
1,0,BTM,Cafe,Cafe,900,1,BTM,0
1,0,BTM,Casual Dining,"North Indian, Biryani",600,1,BTM,1
1,0,BTM,Cafe,"Cafe, Italian, Mexican, Chinese",600,1,BTM,1
0,0,BTM,Casual Dining,"Andhra, North Indian, Chinese",500,1,BTM,1
1,0,BTM,Casual Dining,North Indian,750,1,BTM,0
1,0,BTM,Cafe,Cafe,650,1,BTM,0
1,0,BTM,Cafe,"Cafe, Continental, Fast Food",600,1,BTM,1
0,0,BTM,Cafe,"Cafe, Fast Food",400,1,BTM,1
1,0,BTM,Casual Dining,"Kerala, Chinese, South Indian, North Indian",500,1,BTM,0
1,0,BTM,Casual Dining,"Andhra, North Indian, Biryani",800,1,BTM,1
0,0,BTM,Casual Dining,"North Indian, Chinese",500,1,BTM,1
0,0,BTM,Quick Bites,North Indian,400,1,BTM,0
0,0,BTM,Quick Bites,"South Indian, North Indian",300,1,BTM,0
1,0,BTM,Casual Dining,"Chinese, North Indian",600,1,BTM,0
1,0,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600,1,BTM,0
1,0,BTM,Casual Dining,"Andhra, Chinese, Biryani",450,1,BTM,0
1,0,BTM,Quick Bites,"Kerala, Chinese, South Indian",350,1,BTM,1
1,0,BTM,Casual Dining,"South Indian, Chinese",300,1,BTM,1
1,0,other,other,BBQ,200,1,BTM,0
1,0,BTM,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",400,1,BTM,0
0,0,BTM,Casual Dining,"Arabian, Chinese, North Indian, Kerala, Seafood",550,1,BTM,1
0,0,BTM,Quick Bites,"South Indian, North Indian",200,1,BTM,0
0,0,BTM,Sweet Shop,"Mithai, Desserts, Fast Food",250,1,BTM,0
1,0,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500,1,BTM,0
0,0,BTM,Casual Dining,"Italian, Pizza",500,1,BTM,1
0,0,BTM,Bar,North Indian,1000,1,BTM,0
0,0,BTM,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,1,BTM,0
0,0,BTM,other,Maharashtrian,200,1,BTM,0
1,0,BTM,Casual Dining,Chinese,550,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, South Indian, Biryani",500,1,BTM,0
1,0,BTM,Casual Dining,Andhra,600,1,BTM,1
1,0,BTM,Casual Dining,"Andhra, North Indian",700,1,BTM,0
1,0,BTM,Cafe,"Burger, Cafe, Pizza, Fast Food",200,1,BTM,0
1,0,BTM,Casual Dining,"North Indian, Chinese",600,1,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,1,BTM,0
0,0,BTM,Bar,Finger Food,1200,1,BTM,1
0,0,BTM,Quick Bites,North Indian,300,1,BTM,0
0,0,BTM,Casual Dining,"North Indian, Kerala",450,1,BTM,0
0,0,BTM,Quick Bites,"Biryani, South Indian",350,1,BTM,0
1,0,BTM,Quick Bites,North Indian,250,1,BTM,0
1,0,BTM,Cafe,Cafe,500,1,BTM,0
1,0,other,other,"Mughlai, Arabian, BBQ",200,1,BTM,0
0,0,BTM,Casual Dining,"Continental, Steak, Fast Food",1000,1,BTM,1
0,0,BTM,Cafe,"Cafe, Healthy Food",500,1,BTM,0
0,0,BTM,Casual Dining,"North Indian, Kerala, Chinese",600,1,BTM,0
0,0,BTM,Cafe,"Cafe, Fast Food",900,1,BTM,0
1,1,BTM,Cafe,"Cafe, Beverages",300,1,BTM,1
0,0,BTM,Casual Dining,"North Indian, South Indian, Chinese, Kerala",500,1,BTM,0
0,0,BTM,Casual Dining,"Seafood, Mangalorean",600,1,BTM,1
0,0,BTM,Casual Dining,"Italian, Continental",500,1,BTM,1
0,0,BTM,Casual Dining,"North Indian, Chinese, Kerala",600,1,BTM,0
0,0,BTM,Cafe,Cafe,500,1,BTM,1
0,0,BTM,Cafe,"Cafe, Fast Food",500,1,BTM,1
0,0,BTM,Quick Bites,North Indian,250,1,BTM,1
0,0,BTM,Casual Dining,"North Indian, Chinese, South Indian",600,1,BTM,0
0,0,BTM,Casual Dining,"Chinese, Andhra, Mangalorean",550,1,BTM,0
0,0,BTM,Quick Bites,"Hyderabadi, North Indian, Chinese",350,1,BTM,0
1,0,BTM,Casual Dining,Bengali,650,1,BTM,1
0,0,BTM,Casual Dining,"Biryani, North Indian",450,1,BTM,1
0,0,BTM,Casual Dining,"Biryani, South Indian, North Indian, Chinese, Andhra",600,1,BTM,0
0,0,BTM,Beverage Shop,"Juices, Beverages, Fast Food",100,1,BTM,0
0,0,BTM,Beverage Shop,"Beverages, Fast Food",200,1,BTM,1
0,0,BTM,Quick Bites,"North Indian, Chinese",400,1,BTM,0
0,0,BTM,Quick Bites,Kerala,300,1,BTM,0
0,0,BTM,Quick Bites,"South Indian, Chinese",350,1,BTM,0
0,0,BTM,"Beverage Shop, Quick Bites","Beverages, Sandwich, Chinese",300,1,BTM,0
0,0,BTM,Casual Dining,"North Indian, Arabian, Chinese",700,1,BTM,1
0,0,BTM,Quick Bites,North Indian,400,1,BTM,0
0,0,BTM,Casual Dining,"North Indian, South Indian, Asian, Continental",1200,1,BTM,0
0,0,BTM,Casual Dining,"North Indian, South Indian",400,1,BTM,0
0,0,BTM,Casual Dining,"Arabian, Chinese, Hyderabadi, Kerala",700,1,BTM,0
0,0,BTM,"Bar, Casual Dining","South Indian, North Indian, Fast Food",800,1,BTM,0
0,0,BTM,Quick Bites,"North Indian, Chinese",200,1,BTM,0
0,0,BTM,Casual Dining,"Chinese, Fast Food, Continental",500,1,BTM,1
1,0,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900,1,BTM,1
1,0,BTM,other,"Cafe, Burger, Beverages",650,1,BTM,1
1,1,BTM,Cafe,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,1,BTM,1
0,0,BTM,Cafe,Cafe,500,1,BTM,1
1,0,BTM,other,"Cafe, Chinese, Fast Food, Burger, North Indian",500,1,BTM,0
1,0,BTM,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,1,BTM,1
1,0,BTM,Casual Dining,"Oriya, Bengali",500,1,BTM,0
1,0,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,1,BTM,1
1,0,BTM,other,North Indian,400,1,BTM,0
1,0,BTM,Casual Dining,"Pizza, Fast Food",750,1,BTM,0
0,0,BTM,Cafe,"Cafe, Fast Food",550,1,BTM,0
1,0,BTM,Quick Bites,"Italian, American, Fast Food, Wraps, Rolls, Salad",1000,1,BTM,1
1,0,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",300,1,BTM,1
0,0,BTM,Quick Bites,South Indian,70,1,BTM,0
1,0,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Chinese",500,1,BTM,1
1,0,BTM,Quick Bites,North Indian,300,1,BTM,0
1,0,BTM,Quick Bites,Chinese,300,1,BTM,0
1,0,BTM,Quick Bites,"Chinese, North Indian",300,1,BTM,1
1,0,BTM,Quick Bites,"Oriya, Fast Food",250,1,BTM,1
1,0,BTM,Quick Bites,"Kerala, South Indian, Chinese",400,1,BTM,1
1,0,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,1,BTM,1
0,0,BTM,Quick Bites,"Kerala, North Indian",200,1,BTM,1
1,0,BTM,Quick Bites,"Biryani, Fast Food",300,1,BTM,1
1,0,BTM,Quick Bites,"Biryani, Kebab",400,1,BTM,1
1,0,BTM,Quick Bites,Arabian,250,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Bihari",300,1,BTM,1
1,0,BTM,Quick Bites,"Burger, Fast Food",400,1,BTM,1
1,0,BTM,Quick Bites,"Pizza, Fast Food",400,1,BTM,1
1,0,BTM,Quick Bites,Fast Food,500,1,BTM,0
0,0,BTM,Quick Bites,"North Indian, Chinese",400,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Biryani, Fast Food",500,1,BTM,1
1,0,BTM,Quick Bites,North Indian,300,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Fast Food, Beverages",400,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Chinese",250,1,BTM,0
1,0,BTM,Quick Bites,"Bakery, Fast Food, Beverages",600,1,BTM,1
1,0,BTM,Quick Bites,North Indian,300,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Street Food",300,1,BTM,1
1,0,BTM,Quick Bites,"Beverages, Desserts",200,1,BTM,0
1,0,BTM,Quick Bites,"North Indian, Chinese, Seafood",400,1,BTM,0
1,0,BTM,Quick Bites,"Chinese, North Indian, South Indian",400,1,BTM,1
1,0,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Chinese, Arabian, Rolls, Juices",500,1,BTM,1
1,0,BTM,Quick Bites,"Kerala, Chinese",200,1,BTM,1
0,0,BTM,Quick Bites,"South Indian, Biryani, Fast Food",200,1,BTM,0
0,1,BTM,Quick Bites,"Fast Food, Chinese",200,1,BTM,0
1,0,BTM,Quick Bites,"Fast Food, North Indian",400,1,BTM,1
1,0,BTM,Quick Bites,Sandwich,100,1,BTM,1
0,0,BTM,other,"Street Food, Mithai",150,1,BTM,1
0,0,BTM,Quick Bites,"Biryani, Chinese, North Indian",300,1,BTM,0
1,0,BTM,Quick Bites,"Turkish, Rolls",300,1,BTM,1
1,0,BTM,Quick Bites,Seafood,300,1,BTM,1
1,0,BTM,Quick Bites,"North Indian, Chinese, Rolls",250,1,BTM,0
1,0,BTM,Quick Bites,Maharashtrian,200,1,BTM,1
