,online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
49569,1,0,Whitefield,other,"Mithai, Street Food",400,0,Whitefield,1
49570,1,0,Whitefield,Quick Bites,"North Indian, South Indian, Biryani",250,0,Whitefield,0
49571,1,0,Whitefield,Quick Bites,"Rolls, Fast Food",450,0,Whitefield,1
49572,1,1,Whitefield,Casual Dining,"Biryani, North Indian, Kebab",800,0,Whitefield,1
49573,1,0,other,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",300,0,Whitefield,1
49574,1,0,Whitefield,Quick Bites,"Biryani, Chinese, South Indian, North Indian",400,0,Whitefield,1
49575,1,0,Whitefield,Quick Bites,"North Indian, Chinese",350,0,Whitefield,1
49576,1,0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese, Beverages",300,0,Whitefield,1
49577,1,0,Whitefield,Quick Bites,"Burger, Fast Food",450,0,Whitefield,1
49578,1,0,Brookefield,Casual Dining,"Arabian, North Indian, Biryani, Chinese, Seafood",750,0,Whitefield,0
49579,1,0,Whitefield,Quick Bites,"Biryani, Andhra, North Indian, Chinese",550,0,Whitefield,1
49580,1,0,Brookefield,Quick Bites,Fast Food,200,0,Whitefield,1
49581,1,0,other,"Takeaway, Delivery","Bakery, Desserts",200,0,Whitefield,1
49582,1,0,Brookefield,Casual Dining,"North Indian, Andhra, BBQ, Seafood, Chinese",800,0,Whitefield,1
49583,1,0,Brookefield,Quick Bites,"Mexican, American, Fast Food",600,0,Whitefield,1
49584,1,0,other,Quick Bites,"Pizza, Fast Food",750,0,Whitefield,1
49585,1,0,Whitefield,Quick Bites,Biryani,300,0,Whitefield,1
49586,0,0,Brookefield,Quick Bites,South Indian,200,0,Whitefield,1
49587,1,0,Whitefield,Sweet Shop,"Mithai, Fast Food",200,0,Whitefield,1
49588,1,0,other,Quick Bites,South Indian,300,0,Whitefield,0
49589,1,0,other,"Takeaway, Delivery","Biryani, Charcoal Chicken",600,0,Whitefield,0
49590,1,0,Brookefield,Quick Bites,"North Indian, Chinese, Biryani",450,0,Whitefield,0
49591,1,0,Whitefield,Quick Bites,"North Indian, Chinese, Biryani",400,0,Whitefield,1
49592,1,0,Whitefield,Casual Dining,"Andhra, North Indian, Chinese",600,0,Whitefield,0
49593,1,0,Whitefield,Delivery,Kerala,300,0,Whitefield,1
49594,1,0,other,"Takeaway, Delivery",Arabian,400,0,Whitefield,1
49595,1,0,Whitefield,Quick Bites,"North Indian, Biryani, Fast Food",500,0,Whitefield,1
49596,1,0,other,"Takeaway, Delivery",North Indian,400,0,Whitefield,0
49597,1,0,Whitefield,Delivery,Pizza,800,0,Whitefield,1
49598,1,0,Whitefield,Delivery,Biryani,650,0,Whitefield,1
49599,0,0,Whitefield,"Takeaway, Delivery",Bakery,200,0,Whitefield,1
49600,1,0,other,"Takeaway, Delivery","Arabian, Middle Eastern",400,0,Whitefield,0
49601,0,0,Whitefield,"Takeaway, Delivery","South Indian, Biryani",350,0,Whitefield,1
49602,1,1,Whitefield,Casual Dining,"African, Burger, Desserts, Beverages, Fast Food",1000,0,Whitefield,1
49603,1,0,Whitefield,Delivery,"Andhra, North Indian, Biryani",500,0,Whitefield,0
49604,1,0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,0,Whitefield,1
49605,1,0,Whitefield,"Takeaway, Delivery",Pizza,600,0,Whitefield,1
49606,1,0,Whitefield,Casual Dining,"North Indian, Chinese, Arabian, Biryani, Fast Food",500,0,Whitefield,0
49607,1,0,Whitefield,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150,0,Whitefield,1
49608,1,0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",400,0,Whitefield,1
49609,1,0,Brookefield,Quick Bites,North Indian,200,0,Whitefield,1
49610,1,0,other,Bakery,"Bakery, Desserts",500,0,Whitefield,1
49611,1,0,Whitefield,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500,0,Whitefield,0
49612,1,0,Brookefield,Quick Bites,"North Indian, Bihari, Rajasthani",300,0,Whitefield,1
49613,1,0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",350,0,Whitefield,1
49614,1,0,Whitefield,Delivery,"Mexican, Italian",600,0,Whitefield,1
49615,1,0,Brookefield,other,"Desserts, Cafe, Beverages, Burger, Fast Food",550,0,Whitefield,1
49616,1,0,Whitefield,Quick Bites,"North Indian, Mughlai",600,0,Whitefield,1
49617,1,1,Whitefield,"Casual Dining, Bar","Mughlai, North Indian, Biryani, Afghan",1100,0,Whitefield,1
49618,1,1,Whitefield,other,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900,0,Whitefield,1
49619,1,0,Whitefield,"Takeaway, Delivery","North Indian, Street Food",300,0,Whitefield,1
49620,1,0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",250,0,Whitefield,1
49621,1,0,Whitefield,Quick Bites,"North Indian, Chinese",350,0,Whitefield,0
49622,1,0,Brookefield,Quick Bites,"Fast Food, Sandwich, South Indian",150,0,Whitefield,1
49623,1,0,Brookefield,Quick Bites,North Indian,300,0,Whitefield,0
49624,1,0,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",500,0,Whitefield,1
49625,1,1,Brookefield,Casual Dining,"Andhra, Biryani, Chinese, South Indian",800,0,Whitefield,1
49626,1,0,Whitefield,Beverage Shop,Beverages,300,0,Whitefield,1
49627,0,0,Whitefield,Delivery,North Indian,500,0,Whitefield,0
49628,1,0,Whitefield,Quick Bites,"Rolls, Sandwich",300,0,Whitefield,1
49629,1,0,Whitefield,"Takeaway, Delivery",Fast Food,300,0,Whitefield,1
49630,1,0,Whitefield,"Takeaway, Delivery","North Indian, Mithai",250,0,Whitefield,0
49631,1,0,other,"Takeaway, Delivery","Chinese, Thai",200,0,Whitefield,1
49632,1,0,other,Quick Bites,"North Indian, Chinese, Kebab, Biryani",400,0,Whitefield,0
49633,1,0,other,"Takeaway, Delivery","Chinese, Thai, Momos",400,0,Whitefield,0
49634,0,0,Brookefield,Quick Bites,South Indian,200,0,Whitefield,1
49635,1,0,Whitefield,Dessert Parlor,"Ice Cream, Desserts",400,0,Whitefield,1
49636,1,0,Whitefield,Quick Bites,"Fast Food, Burger, Beverages, Rolls, Sandwich",400,0,Whitefield,1
49637,1,0,Whitefield,Beverage Shop,"Beverages, Sandwich",200,0,Whitefield,1
49638,1,0,other,"Takeaway, Delivery",Biryani,500,0,Whitefield,0
49639,1,0,Brookefield,Quick Bites,"Kebab, Mughlai, Biryani",400,0,Whitefield,0
49640,1,0,Whitefield,Casual Dining,"Biryani, Andhra",750,0,Whitefield,1
49641,1,0,Whitefield,Food Court,Biryani,450,0,Whitefield,1
49642,1,0,Brookefield,Quick Bites,Street Food,200,0,Whitefield,1
49643,1,1,Whitefield,"Casual Dining, Cafe","Steak, Continental, American, Italian, Salad, Cafe",900,0,Whitefield,1
49644,1,0,Brookefield,Quick Bites,"Kerala, South Indian, Seafood",500,0,Whitefield,1
49645,1,0,Whitefield,Quick Bites,Street Food,300,0,Whitefield,1
49646,1,0,Whitefield,Casual Dining,"Andhra, South Indian, North Indian, Biryani",550,0,Whitefield,1
49647,1,0,Whitefield,other,"Desserts, Cafe",300,0,Whitefield,1
49648,1,0,Whitefield,Quick Bites,"Street Food, Burger, Beverages, Fast Food, Sandwich, Finger Food",400,0,Whitefield,0
49649,1,0,other,other,"Healthy Food, Sandwich, Salad",500,0,Whitefield,0
49650,1,0,other,Quick Bites,North Indian,300,0,Whitefield,0
49651,1,0,Brookefield,Quick Bites,"Burger, Fast Food",500,0,Whitefield,0
49652,1,0,other,Bakery,Bakery,250,0,Whitefield,1
49653,1,0,Brookefield,"Beverage Shop, Quick Bites","Fast Food, Beverages",250,0,Whitefield,1
49654,1,1,Whitefield,other,"Bakery, Cafe, Italian, Desserts",600,0,Whitefield,1
49655,1,0,Whitefield,Casual Dining,"Korean, Sushi",900,0,Whitefield,1
49656,1,0,Whitefield,Beverage Shop,"Beverages, Ice Cream",200,0,Whitefield,1
49657,1,1,Brookefield,"Casual Dining, Bar","North Indian, Continental, Asian, Pizza",1000,0,Whitefield,1
49658,1,0,Whitefield,Delivery,"Bakery, Desserts",500,0,Whitefield,1
49659,1,1,Whitefield,other,"Continental, Mediterranean, South Indian, North Indian, Asian",1700,0,Whitefield,1
49660,1,1,Whitefield,Bar,"Continental, North Indian, Finger Food",1200,0,Whitefield,1
49661,1,0,Whitefield,Delivery,Biryani,400,0,Whitefield,0
49662,1,0,Whitefield,Delivery,"Sandwich, Beverages",400,0,Whitefield,0
49663,1,0,Whitefield,Casual Dining,North Indian,2000,0,Whitefield,1
49664,1,0,Whitefield,Quick Bites,"Fast Food, Rolls",400,0,Whitefield,1
49665,1,0,Whitefield,Casual Dining,"North Indian, Chinese",400,0,Whitefield,1
49666,1,0,Whitefield,other,"North Indian, Healthy Food, Beverages",400,0,Whitefield,1
49667,1,0,Whitefield,other,"Tibetan, Momos",400,0,Whitefield,0
49668,1,0,Whitefield,Casual Dining,"American, Tex-Mex, Burger, BBQ, Mexican",1400,0,Whitefield,1
49669,1,0,Brookefield,Bakery,Bakery,450,0,Whitefield,1
49670,1,0,Brookefield,Sweet Shop,"Mithai, Street Food",300,0,Whitefield,1
49671,1,0,Whitefield,Dessert Parlor,"Desserts, Beverages",300,0,Whitefield,1
49672,1,0,Whitefield,Quick Bites,South Indian,200,0,Whitefield,1
49673,1,0,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",600,0,Whitefield,0
49674,1,0,Whitefield,Quick Bites,"Biryani, North Indian",300,0,Whitefield,1
49675,1,0,other,Delivery,"Biryani, North Indian",400,0,Whitefield,1
49676,1,0,Whitefield,"Takeaway, Delivery",Fast Food,200,0,Whitefield,0
49677,1,1,Brookefield,Cafe,"Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",600,0,Whitefield,1
49678,1,0,Whitefield,other,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,0,Whitefield,1
49679,1,0,Whitefield,Cafe,Cafe,650,0,Whitefield,1
49680,1,0,Whitefield,Quick Bites,"North Indian, Chinese",300,0,Whitefield,1
49681,1,0,Whitefield,Delivery,"Healthy Food, Beverages",600,0,Whitefield,1
49682,1,0,Whitefield,Sweet Shop,Mithai,300,0,Whitefield,1
49683,1,0,other,Food Court,"Continental, Fast Food",500,0,Whitefield,1
49684,1,0,Whitefield,Delivery,Biryani,400,0,Whitefield,0
49685,1,0,Whitefield,Dessert Parlor,"Desserts, Ice Cream",300,0,Whitefield,1
49686,1,0,Whitefield,"Takeaway, Delivery","Biryani, Rolls, Middle Eastern, Arabian",300,0,Whitefield,0
49687,1,0,Marathahalli,Quick Bites,"Healthy Food, South Indian, Fast Food, North Indian, Beverages",500,0,Whitefield,1
49688,1,0,Whitefield,Beverage Shop,"Beverages, Desserts",200,0,Whitefield,0
49689,1,0,Whitefield,Beverage Shop,"Beverages, Bubble Tea, Tea",300,0,Whitefield,1
49690,1,0,Whitefield,"Takeaway, Delivery","Andhra, Hyderabadi, North Indian",300,0,Whitefield,0
49691,1,0,Whitefield,Mess,"Andhra, Biryani, South Indian",300,0,Whitefield,0
49692,1,0,Whitefield,Food Court,"Bakery, Desserts, Beverages",450,0,Whitefield,1
49693,1,0,other,Quick Bites,"Biryani, North Indian, Chinese",500,0,Whitefield,0
49694,1,0,Whitefield,Quick Bites,Biryani,250,0,Whitefield,1
49695,1,0,Whitefield,Quick Bites,"Healthy Food, Salad, Mexican, Beverages",500,0,Whitefield,1
49696,1,1,Whitefield,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000,0,Whitefield,1
49697,1,0,Brookefield,Casual Dining,"Mughlai, North Indian, Biryani",850,0,Whitefield,1
49698,1,0,Whitefield,Casual Dining,"Sushi, Japanese, Chinese, Thai",2000,0,Whitefield,1
49699,1,0,other,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400,0,Whitefield,0
49700,1,0,Whitefield,Quick Bites,"North Indian, Andhra",500,0,Whitefield,1
49701,1,0,Whitefield,Delivery,"North Indian, Chinese",300,0,Whitefield,1
49702,1,0,Whitefield,other,"Desserts, Cafe, Continental",700,0,Whitefield,1
49703,1,0,Whitefield,Casual Dining,"Biryani, North Indian",600,0,Whitefield,1
49704,1,0,Whitefield,Quick Bites,Fast Food,300,0,Whitefield,0
49705,1,0,Whitefield,Delivery,North Indian,500,0,Whitefield,0
49706,1,0,Whitefield,"Takeaway, Delivery","Burger, Fast Food",500,0,Whitefield,0
49707,1,0,Whitefield,Casual Dining,"Continental, American",750,0,Whitefield,1
49708,1,0,Whitefield,Sweet Shop,Mithai,300,0,Whitefield,0
49709,1,0,Whitefield,Delivery,"North Indian, Biryani",500,0,Whitefield,1
49710,1,0,Whitefield,Food Court,"Beverages, Desserts, Ice Cream",400,0,Whitefield,0
49711,1,0,Whitefield,Quick Bites,North Indian,400,0,Whitefield,0
49712,1,0,Brookefield,Bakery,"Bakery, Desserts",400,0,Whitefield,1
49713,1,0,Whitefield,"Takeaway, Delivery",Bihari,400,0,Whitefield,1
49714,1,0,Brookefield,Quick Bites,"Fast Food, Burger",300,0,Whitefield,1
49715,1,0,Whitefield,Quick Bites,"Andhra, Biryani, North Indian",400,0,Whitefield,0
49716,1,0,other,Beverage Shop,Beverages,350,0,Whitefield,0
49717,1,0,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food, Tea",250,0,Whitefield,1
49718,1,0,Whitefield,Quick Bites,"Bengali, North Indian, Chinese, Biryani",400,0,Whitefield,1
49719,1,0,Brookefield,Cafe,"Cafe, Street Food",300,0,Whitefield,1
49720,1,0,Brookefield,Quick Bites,"South Indian, Chinese, Street Food",250,0,Whitefield,1
49721,1,0,Whitefield,Quick Bites,"South Indian, North Indian",300,0,Whitefield,1
49722,1,0,other,Casual Dining,"Biryani, Andhra",500,0,Whitefield,1
49723,1,0,Whitefield,Food Court,North Indian,400,0,Whitefield,1
49724,1,1,Whitefield,Casual Dining,"Italian, Salad",1500,0,Whitefield,1
49725,1,0,other,other,"Bakery, Desserts",300,0,Whitefield,1
49726,1,0,Brookefield,Beverage Shop,"Beverages, Fast Food",600,0,Whitefield,1
49727,1,0,Brookefield,Quick Bites,"Cafe, Burger, Fast Food",400,0,Whitefield,1
49728,1,0,Whitefield,Food Court,"Biryani, Kebab",400,0,Whitefield,0
49729,1,0,Whitefield,Beverage Shop,"Beverages, Fast Food",400,0,Whitefield,0
49730,1,0,Whitefield,Delivery,"South Indian, North Indian, Beverages",500,0,Whitefield,0
49731,1,0,Whitefield,Quick Bites,South Indian,200,0,Whitefield,0
49732,1,0,Whitefield,Quick Bites,"North Indian, Chinese, Fast Food",300,0,Whitefield,1
49733,1,0,Whitefield,Quick Bites,"Andhra, Hyderabadi, Biryani",400,0,Whitefield,0
49734,1,0,Whitefield,Quick Bites,North Indian,400,0,Whitefield,1
49735,1,0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",300,0,Whitefield,1
49736,1,0,Whitefield,Casual Dining,"North Indian, Biryani",700,0,Whitefield,1
49737,1,0,other,Quick Bites,"Pizza, Fast Food",400,0,Whitefield,0
49738,1,0,Brookefield,Cafe,"Cafe, Rolls, Fast Food",200,0,Whitefield,1
49739,1,0,Whitefield,Food Court,"Andhra, South Indian, Hyderabadi",500,0,Whitefield,0
49740,1,1,Whitefield,Casual Dining,North Indian,1500,0,Whitefield,1
49741,1,0,Whitefield,"Takeaway, Delivery","Asian, Salad, Italian",400,0,Whitefield,0
49742,0,0,Whitefield,Casual Dining,"Arabian, North Indian, Biryani",700,0,Whitefield,1
49743,1,0,Whitefield,Dessert Parlor,Bakery,150,0,Whitefield,0
49744,1,0,Whitefield,Quick Bites,"North Indian, Biryani, Chinese",400,0,Whitefield,0
49745,1,1,Whitefield,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400,0,Whitefield,1
49746,1,0,Whitefield,Quick Bites,"Fast Food, Burger",500,0,Whitefield,0
49747,1,0,Whitefield,Quick Bites,South Indian,250,0,Whitefield,0
49748,1,0,Whitefield,Delivery,"Beverages, Healthy Food",200,0,Whitefield,0
49749,1,0,Whitefield,Bakery,"Bakery, Desserts",500,0,Whitefield,0
49750,1,0,Brookefield,Beverage Shop,"Beverages, Desserts",400,0,Whitefield,1
49751,1,0,Whitefield,Quick Bites,"North Indian, Fast Food",500,0,Whitefield,0
49752,1,0,Whitefield,Delivery,"North Indian, Continental",500,0,Whitefield,1
49753,1,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese",500,0,Whitefield,0
49754,0,0,Whitefield,Quick Bites,North Indian,200,0,Whitefield,0
49755,1,0,Whitefield,Dessert Parlor,Ice Cream,150,0,Whitefield,0
49756,1,1,Whitefield,"Casual Dining, Bar","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800,0,Whitefield,1
49757,1,0,Whitefield,other,Beverages,200,0,Whitefield,1
49758,1,0,Whitefield,Dessert Parlor,"Ice Cream, Desserts",450,0,Whitefield,1
49759,1,0,Brookefield,Quick Bites,Fast Food,400,0,Whitefield,1
49760,1,0,Whitefield,other,Desserts,200,0,Whitefield,0
49761,1,0,Whitefield,Casual Dining,South Indian,400,0,Whitefield,0
49762,1,0,Whitefield,Pub,"American, North Indian, Chinese, Finger Food, Momos",1500,0,Whitefield,1
49763,1,0,Whitefield,other,Ice Cream,150,0,Whitefield,0
49764,1,0,Whitefield,Bakery,"Bakery, Desserts",300,0,Whitefield,0
49765,1,0,Whitefield,other,North Indian,1600,0,Whitefield,1
49766,1,0,Whitefield,"Takeaway, Delivery","Continental, BBQ, Beverages",400,0,Whitefield,0
49767,1,1,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",450,0,Whitefield,1
49768,1,1,Whitefield,"Pub, Casual Dining","Finger Food, American, Continental, Burger, Pizza",1500,0,Whitefield,1
49769,0,0,Whitefield,Casual Dining,Modern Indian,1500,0,Whitefield,1
49770,0,0,other,Quick Bites,"Chinese, Momos",350,0,Whitefield,1
49771,1,0,Whitefield,Quick Bites,"Rolls, Chinese",200,0,Whitefield,0
49772,1,0,other,Quick Bites,"North Indian, Mithai",250,0,Whitefield,0
49773,1,0,Whitefield,other,Desserts,200,0,Whitefield,0
49774,1,0,Brookefield,Quick Bites,"Pizza, Italian, Desserts",900,0,Whitefield,1
49775,1,0,Whitefield,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,0,Whitefield,1
49776,1,0,Marathahalli,Bakery,"Bakery, Desserts",500,0,Whitefield,0
49777,1,0,Whitefield,Quick Bites,"North Indian, Chinese",200,0,Whitefield,1
49778,1,0,Whitefield,Quick Bites,"Chinese, Continental",250,0,Whitefield,1
49779,1,0,Brookefield,Quick Bites,"Momos, Fast Food",300,0,Whitefield,1
49780,1,1,Brookefield,Casual Dining,"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",600,0,Whitefield,1
49781,1,0,Whitefield,Delivery,Continental,500,0,Whitefield,1
49782,1,0,other,Quick Bites,"Fast Food, Ice Cream, Beverages",200,0,Whitefield,1
49783,1,0,Whitefield,Quick Bites,"North Indian, South Indian",400,0,Whitefield,0
49784,1,0,Whitefield,Delivery,"Continental, North Indian, Desserts, Beverages",600,0,Whitefield,1
49785,1,1,Whitefield,other,"British, Continental, BBQ",1600,0,Whitefield,1
49786,1,0,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",500,0,Whitefield,0
49787,1,0,Whitefield,Quick Bites,North Indian,400,0,Whitefield,0
49788,1,0,other,Bakery,"Bakery, Desserts",600,0,Whitefield,1
49789,1,0,Whitefield,Dessert Parlor,"Ice Cream, Desserts",250,0,Whitefield,0
49790,1,0,other,Cafe,"Cafe, Burger, Italian, Salad",1000,0,Whitefield,1
49791,1,0,Whitefield,Food Court,"Chinese, Momos",600,0,Whitefield,1
49792,1,0,Whitefield,"Bakery, Quick Bites","Bakery, Fast Food",200,0,Whitefield,0
49793,1,0,Old Airport Road,Quick Bites,Fast Food,300,0,Whitefield,0
49794,1,0,Brookefield,Dessert Parlor,Desserts,250,0,Whitefield,1
49795,1,0,Whitefield,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,0,Whitefield,1
49796,1,0,Whitefield,Casual Dining,"Andhra, North Indian, Chinese, Biryani",550,0,Whitefield,1
49797,1,0,Whitefield,Dessert Parlor,Desserts,300,0,Whitefield,1
49798,1,0,Brookefield,Quick Bites,"Rolls, Chinese",250,0,Whitefield,1
49799,1,0,Whitefield,Delivery,South Indian,600,0,Whitefield,1
49800,1,0,Brookefield,Dessert Parlor,"Ice Cream, Desserts",250,0,Whitefield,0
49801,1,0,Whitefield,Food Court,"Chinese, Momos",500,0,Whitefield,0
49802,1,0,Whitefield,Beverage Shop,Beverages,150,0,Whitefield,0
49803,1,0,Brookefield,Dessert Parlor,"Ice Cream, Bakery, Desserts",200,0,Whitefield,0
49804,1,0,Whitefield,Quick Bites,North Indian,300,0,Whitefield,0
49805,0,0,Brookefield,Quick Bites,South Indian,300,0,Whitefield,1
49806,1,0,Whitefield,Casual Dining,"North Indian, Mughlai",750,0,Whitefield,1
49807,1,0,Whitefield,Bakery,"Bakery, Desserts",450,0,Whitefield,0
49808,1,0,Whitefield,Cafe,"Cafe, Italian, Fast Food, Desserts",550,0,Whitefield,1
49809,1,0,Whitefield,Delivery,"Tea, Beverages",200,0,Whitefield,0
49810,1,0,Brookefield,Food Court,"Andhra, North Indian, Chinese, Biryani",500,0,Whitefield,1
49811,1,0,Whitefield,Quick Bites,North Indian,400,0,Whitefield,0
49812,1,0,Whitefield,Bakery,"Desserts, Bakery",400,0,Whitefield,1
49813,1,0,Marathahalli,Quick Bites,"Tea, Fast Food",300,0,Whitefield,0
49814,1,1,Whitefield,Pub,"Finger Food, North Indian, Chinese, Italian",1400,0,Whitefield,1
49815,1,0,Whitefield,Casual Dining,"North Indian, Fast Food, Street Food",800,0,Whitefield,1
49816,1,0,Whitefield,Food Court,Chinese,300,0,Whitefield,0
49817,1,0,Whitefield,Delivery,"North Indian, Continental",300,0,Whitefield,0
49818,1,0,Whitefield,Quick Bites,"Andhra, North Indian, Biryani",250,0,Whitefield,0
49819,1,0,Marathahalli,Quick Bites,Beverages,150,0,Whitefield,1
49820,1,1,Whitefield,Quick Bites,North Indian,300,0,Whitefield,1
49821,1,0,Whitefield,Casual Dining,Chinese,800,0,Whitefield,0
49822,1,0,Whitefield,other,"Desserts, Cafe",600,0,Whitefield,0
49823,1,0,Whitefield,Bakery,"Bakery, Desserts",600,0,Whitefield,0
49824,1,0,Whitefield,Casual Dining,"North Indian, Chinese",600,0,Whitefield,0
49825,1,1,Whitefield,Pub,"Asian, American, Mexican",1200,0,Whitefield,1
49826,1,0,Whitefield,Quick Bites,"North Indian, Chinese",350,0,Whitefield,0
49827,1,0,Whitefield,Beverage Shop,Juices,100,0,Whitefield,0
49828,1,0,Whitefield,Quick Bites,"Biryani, Chinese, Fast Food",400,0,Whitefield,1
49829,1,0,Whitefield,Bakery,"Bakery, Desserts",400,0,Whitefield,0
49830,1,0,Whitefield,Food Court,"North Indian, Street Food",600,0,Whitefield,0
49831,1,0,Brookefield,Quick Bites,"Bengali, North Indian, Chinese",400,0,Whitefield,0
49832,0,0,Whitefield,Food Court,Pizza,500,0,Whitefield,0
49833,1,1,Brookefield,"Pub, Casual Dining","Continental, North Indian, Chinese",1500,0,Whitefield,0
49834,1,0,Whitefield,Quick Bites,"Fast Food, Salad, Desserts",700,0,Whitefield,1
49835,1,0,Whitefield,Delivery,"North Indian, Fast Food",500,0,Whitefield,0
49836,1,0,Whitefield,Delivery,Andhra,400,0,Whitefield,0
49837,1,0,Whitefield,Bakery,Bakery,400,0,Whitefield,1
49838,1,0,Brookefield,Quick Bites,"Fast Food, Tea",200,0,Whitefield,0
49839,1,0,Whitefield,Sweet Shop,"Mithai, Street Food",500,0,Whitefield,0
49840,1,0,Whitefield,Quick Bites,North Indian,450,0,Whitefield,1
49841,1,0,Whitefield,other,"Mithai, North Indian, Street Food",200,0,Whitefield,0
49842,1,0,Whitefield,Dessert Parlor,"Desserts, Ice Cream",800,0,Whitefield,1
